movie,genres,directors,writers,production_budget,domestic_gross,worldwide_gross,tconst
Fantasia,Drama,nm0910852,nm0910852,2280000,83320000,83320000,tt3591950
The Forest,"Documentary,History",nm1141238,nm1141238,10000000,26594261,40749230,tt3592218
The Secret,Documentary,"nm5312302,nm5311932",Missing writer data,3500000,0,0,tt3596332
The Awakening,Thriller,nm2069599,nm2069599,4900000,95933,6924321,tt3599496
Split,Crime,nm3334461,nm3334461,5000000,138141585,278964806,tt3604256
Knock Knock,"Drama,Thriller",nm0744834,"nm0744834,nm1240647,nm3771227,nm0653885,nm0743695",2000000,36336,6328516,tt3605418
Cars 3,"Adventure,Animation,Comedy",nm0270263,"nm0270263,nm0703078,nm0687937,nm1139293,nm1195697,nm0677037,nm0723692,nm0607675",175000000,152901115,383541369,tt3606752
Incredibles 2,"Action,Adventure,Animation",nm0083348,nm0083348,200000000,608581744,1242520711,tt3606756
A Street Cat Named Bob,"Biography,Comedy,Drama",nm0006854,"nm6492918,nm7839608,nm0424243,nm0622329",8000000,82703,17382693,tt3606888
Trapped,"Drama,Mystery,Thriller",nm6371414,nm6371414,30000000,6916869,6916869,tt3611318
Freedom,"Action,Comedy",nm2003408,nm6373362,14500000,0,872757,tt3612004
Mommy,Drama,nm0230859,nm0230859,4900000,3498695,17536004,tt3612616
Joe,"Biography,Documentary","nm6375012,nm3395112",Missing writer data,4000000,373375,373375,tt3614128
Jem and the Holograms,"Adventure,Drama,Family",nm0160840,"nm1293285,nm0555601",5000000,2184640,2368937,tt3614530
Creature,"Action,Horror,Sci-Fi",nm0080333,"nm0080333,nm4375423,nm0223475",3000000,331000,331000,tt3619854
Paper Towns,"Comedy,Drama,Mystery",nm1500577,"nm2354099,nm2352210,nm1981261",12000000,32000304,85450484,tt3622592
Ricki and the Flash,"Comedy,Drama,Music",nm0001129,nm1959505,18000000,26839498,41166033,tt3623726
Mutant World,Sci-Fi,nm0003941,nm1384340,1500000,0,0,tt3626436
Barbershop: The Next Cut,"Comedy,Drama",nm0002700,"nm1244069,nm2002824,nm0114197",20000000,54030051,54404202,tt3628584
The Girl on the Train,"Crime,Drama,Mystery",nm0853238,"nm0933379,nm6391502",45000000,75395035,174278214,tt3631112
Neighbors,"Documentary,Drama",Missing director data,nm1761191,18000000,150086800,270944428,tt3638264
Allied,"Action,Drama,Romance",nm0000709,nm1140275,106000000,40098064,119266661,tt3640424
Cinderella,Music,nm2830785,Missing writer data,95000000,201151353,534551353,tt3645784
Cinderella,Music,nm2830785,Missing writer data,2900000,85000000,263591415,tt3645784
Brothers,Documentary,nm0391473,Missing writer data,26000000,28544157,45043870,tt3650484
Brothers,Documentary,nm0391473,Missing writer data,13000000,656688,17856688,tt3650484
Misconduct,"Crime,Drama,Mystery",nm0989941,"nm1899220,nm0556573",11000000,0,2352511,tt3658772
The Martian,"Adventure,Drama,Sci-Fi",nm0000631,"nm1206844,nm1083982",108000000,228433663,655271443,tt3659388
H.,"Drama,Sci-Fi,Thriller","nm2525426,nm4275547","nm4275547,nm2525426",200000,0,0,tt3666210
Closer,Drama,nm4709708,"nm4709708,nm6427359,nm3152881",35000000,33987757,116177695,tt3667264
Bodom,"Horror,Mystery,Thriller","nm4179756,nm4179869","nm4179756,nm4179869,nm6430310,nm6430312,nm6430309,nm6430311,nm4221826",1250000,0,726460,tt3669462
Turbulence,Drama,nm6183879,nm6183879,55000000,11532774,11532774,tt3671042
Tian jiang xiong shi,"Action,Adventure,Drama",nm0496752,nm0496752,65000000,74070,122519874,tt3672840
Anna,Drama,nm2662166,nm2662166,4357373,0,1200000,tt3673036
Bridge of Spies,"Drama,History,Thriller",nm0000229,"nm4131020,nm0001053,nm0001054",40000000,72313754,162498338,tt3682448
San cheng ji,Drama,nm0156520,"nm0156520,nm0492288",12000000,0,1950194,tt3682770
Fugly,"Drama,Thriller",nm1328817,"nm6465280,nm3059863",4500000,0,0,tt3683702
Virtuosity,"Biography,Documentary,Music",nm0929349,nm0929349,30000000,23998226,23998226,tt3687104
Criminal Activities,"Crime,Drama,Thriller",nm0355097,nm7743452,7000000,0,386744,tt3687310
Detention,Drama,"nm1768419,nm0828718","nm5821744,nm0828718",10000000,0,0,tt3688744
The BFG,"Adventure,Family,Fantasy",nm0000229,"nm0558953,nm0001094",140000000,55483770,199646680,tt3691740
Creature,"Biography,Crime,Documentary",nm6456274,"nm6458176,nm6456274",3000000,331000,331000,tt3696384
Stuck,"Drama,Musical",nm1893464,"nm1893464,nm2358507",5000000,67505,67505,tt3696610
Bait,"Drama,Thriller",nm0116623,nm1407782,35000000,15325127,15471969,tt3700594
Daisy Winters,Drama,nm0483999,nm0483999,4500000,0,0,tt3702088
The Other Side of the Door,Horror,nm1266897,"nm1266897,nm2033094",5000000,3000342,12905107,tt3702652
Cursed,"Drama,War",nm6468728,nm6468728,35000000,19294901,25114901,tt3705608
By the Sea,"Drama,Romance",nm0001401,nm0001401,20000000,538460,3727746,tt3707106
Unfriended,"Horror,Mystery,Thriller",nm0300174,nm4532532,1000000,32789645,64364198,tt3713166
Underworld: Blood Wars,"Action,Adventure,Fantasy",nm0283816,"nm2309430,nm2040359,nm0340485,nm0936482,nm0564286",35000000,30353973,81209222,tt3717252
Power Rangers,"Action,Adventure,Sci-Fi",nm2410311,"nm0309691,nm1948885,nm2332952,nm1802251,nm0612487,nm0536805,nm2120520,nm0411127,nm0506619",120000000,85364450,142531552,tt3717490
Heavy Metal,"Documentary,Family",nm3921830,Missing writer data,9300000,19571091,19571091,tt3718152
My All-American,"Biography,Drama,Sport",nm0686233,"nm0686233,nm1291887",20000000,2246000,2246000,tt3719896
American Honey,"Adventure,Drama,Romance",nm0036349,nm0036349,3500000,663247,2611750,tt3721936
Irreplaceable,Documentary,nm6341311,"nm6486153,nm6486154",600000,0,0,tt3721958
The Lady in the Van,"Biography,Comedy,Drama",nm0405336,nm0003141,6000000,10021175,42320503,tt3722070
Gifted,Documentary,nm4782188,nm4782188,7000000,24801212,36964656,tt3727750
Kong: Skull Island,"Action,Adventure,Fantasy",nm3611349,"nm0319659,nm1440919,nm2081046,nm0309691,nm0178260,nm0908624",185000000,168052812,561072059,tt3731562
Point Blank,"Crime,Documentary,History",nm1847672,nm1847672,3000000,0,0,tt3735086
Godzilla: King of the Monsters,"Action,Adventure,Fantasy",nm1002424,"nm1440919,nm1002424,nm1296461",170000000,85576941,299276941,tt3741700
Lion,"Biography,Drama",nm0204628,"nm6506884,nm1729294",12000000,51739495,149570720,tt3741834
Que Horas Ela Volta?,"Comedy,Drama",nm1155957,nm1155957,1200000,376976,3249041,tt3742378
Bodom,"Horror,Mystery,Thriller",nm1641306,"nm1848130,nm1641306",1250000,0,726460,tt3743042
The Losers,Drama,nm2807332,"nm2807332,nm6513037",25000000,23591432,29863840,tt3746918
Captive,"Drama,Horror,Sci-Fi",nm4433809,nm4433809,2000000,2583301,2791973,tt3747550
Rogue One: A Star Wars Story,"Action,Adventure,Sci-Fi",nm2284484,"nm0919363,nm0006904,nm0461306,nm1729428,nm0000184",200000000,532177324,1049102856,tt3748528
Bug,"Drama,Mystery,Thriller",nm5000605,nm5000605,4000000,7006708,8302995,tt3749926
The Square,Documentary,nm0350407,"nm0127148,nm2899056",1900000,406216,740932,tt3753108
The Square,Documentary,nm0350407,"nm0127148,nm2899056",1500000,124244,176262,tt3753108
Stuck,"Comedy,Drama",nm5228024,nm5228024,5000000,67505,67505,tt3754588
My Big Fat Greek Wedding 2,"Comedy,Romance",nm0428600,nm0889522,18000000,59689605,92096558,tt3760922
Zoom,"Animation,Comedy,Drama",nm2222834,"nm6531038,nm2222834",35000000,11989328,12506188,tt3763866
Elizabeth,"Biography,Documentary,Drama",nm6510738,nm6510738,25000000,30082699,82150642,tt3765772
The Equalizer 2,"Action,Crime,Thriller",nm0298807,"nm0921013,nm0805994,nm2030456",77000000,102084362,190453132,tt3766354
Gladiator,"Documentary,Thriller",nm6535454,nm6535454,103000000,187683805,457683805,tt3768506
Simon,Drama,"nm1180921,nm1180432","nm1180921,nm6536093,nm1180432",1300000,4055,1738663,tt3769234
Snowden,"Biography,Drama,Thriller",nm0000231,"nm1634307,nm0000231,nm4816469,nm3427812",50000000,21587519,35380918,tt3774114
Stuck,"Comedy,Drama",nm1835627,nm1835627,5000000,67505,67505,tt3776292
Solo: A Star Wars Story,"Action,Adventure,Fantasy",nm0000165,"nm0440459,nm0001410,nm0000184",275000000,213767512,393151347,tt3778644
Won't Back Down,Sport,"nm3886417,nm2906049",nm2906049,19000000,5310554,5745503,tt3779570
Zhuo yao ji,"Action,Adventure,Comedy",nm0401203,nm0950701,56000000,32766,359495591,tt3781476
Checkmate,"Action,Crime,Thriller",nm1914394,"nm6548497,nm6548498,nm6548496",1500000,0,0,tt3781616
La La Land,"Comedy,Drama,Music",nm3227090,nm3227090,20000000,151101803,426351163,tt3783958
Lincoln,"Biography,Documentary,History",nm6509691,nm6509691,65000000,182207973,273346281,tt3784440
You Only Live Twice,Documentary,nm2566420,nm2566420,9500000,43100000,111600000,tt3786446
We Are Your Friends,"Drama,Music,Romance",nm3273000,"nm3273000,nm0649198,nm1230426",2000000,3591417,10153415,tt3787590
Brotherly Love,Horror,nm3961553,nm3961553,1900000,478595,478595,tt3787742
Alive,Drama,nm4238438,nm4238438,32000000,36299670,36299670,tt3797214
The Nice Guys,"Action,Comedy,Crime",nm0000948,"nm0000948,nm0046524",50000000,36261763,59596747,tt3799694
Brothers,"Action,Drama,Sport",nm1633551,"nm0640334,nm0233561,nm1749719,nm3789785,nm5969139,nm3294574",26000000,28544157,45043870,tt3802576
Brothers,"Action,Drama,Sport",nm1633551,"nm0640334,nm0233561,nm1749719,nm3789785,nm5969139,nm3294574",13000000,656688,17856688,tt3802576
Saul fia,"Drama,War",nm1841577,"nm1841577,nm6600340",1700000,1777043,9696537,tt3808342
Cop Car,"Crime,Thriller",nm1218281,"nm1218281,nm1755986",5000000,134552,143658,tt3813310
War of the Worlds,Thriller,nm6590826,nm6590826,132000000,234280354,606836535,tt3825220
The Perfect Match,Romance,nm1642941,Missing writer data,5000000,9669521,10182050,tt3827944
Metropolis,Documentary,nm6594554,nm6594554,15000000,673414,1405032,tt3829018
The Predator,"Action,Adventure,Sci-Fi",nm0000948,"nm0215269,nm0000948,nm0859029,nm0859049",88000000,51024708,159487563,tt3829266
Only the Brave,"Action,Biography,Drama",nm2676052,"nm9351707,nm0634307,nm2545235",38000000,18340051,24555177,tt3829920
Cabin Fever,Horror,nm0953511,"nm0669132,nm0744834",1500000,21158188,30351664,tt3832096
War Room,Drama,nm1731937,"nm1731937,nm1726854",3000000,67790117,73975239,tt3832914
Bride Wars,Comedy,nm0151135,"nm0151135,nm0220045,nm9404271,nm2053085,nm1988111",30000000,58715510,115150424,tt3833460
The Visit,Documentary,nm1378517,nm1378517,5000000,65206105,98677816,tt3833746
31,"Horror,Thriller",nm0957772,nm0957772,1500000,779820,922727,tt3835080
Wolf,"Drama,Horror",nm7064225,nm7064225,70000000,65011757,131011757,tt3835110
Aliens,"Comedy,Mystery,Sci-Fi",nm6603274,nm6603274,17000000,85160248,183316455,tt3837024
Yoga Hosers,"Action,Comedy,Fantasy",nm0003620,nm0003620,5000000,0,22958,tt3838992
The Tempest,"Comedy,Drama",nm3329219,nm0000636,20000000,277943,277943,tt3840898
Restoration,"Sci-Fi,Thriller",nm2150288,"nm1374780,nm2150288",18000000,4100000,4100000,tt3842962
Mama,Drama,nm1117726,"nm1117726,nm2557736",15000000,71628180,148095566,tt3843072
The Overnight,"Comedy,Mystery",nm2674307,nm2674307,200000,1109808,1165996,tt3844362
Happy 40th,Drama,nm0706987,nm0706987,35000,0,0,tt3847958
Dope,"Comedy,Crime,Drama",nm0266622,nm0266622,7000000,17506470,18190831,tt3850214
Krampus,"Comedy,Fantasy,Horror",nm1002424,"nm2591926,nm1002424,nm1296461",15000000,42725475,61788393,tt3850590
"Mune, le gardien de la lune","Adventure,Animation,Comedy","nm3021000,nm1077663","nm1077663,nm1768176",17000000,0,14534046,tt3858372
The Bronze,"Comedy,Drama,Sport",nm1519252,"nm1851981,nm3440862",3500000,615816,615816,tt3859304
Cargo,"Drama,Horror,Sci-Fi","nm3447602,nm3262170",nm3447602,4200000,0,313230,tt3860916
Dumbo,"Adventure,Family,Fantasy",nm0000318,"nm0472567,nm0008673,nm2927785",170000000,113883318,345004422,tt3861390
The Perfect Guy,"Crime,Drama,Horror",nm1270033,"nm0568416,nm0931862",18000000,57027435,60278166,tt3862750
Bajrangi Bhaijaan,"Action,Comedy,Drama",nm1203138,"nm2353436,nm1203138,nm5151578,nm4478309,nm3613395",13000000,8178001,121778347,tt3863552
The Goldfinch,Drama,nm1259871,"nm1661186,nm1535570",40000000,0,0,tt3864056
Pancakes,Drama,nm6680025,nm6680025,400000,0,0,tt3867652
All or Nothing,"Comedy,Romance",nm2041689,"nm2041689,nm4506961",9000000,184255,184255,tt3868240
Special,Drama,nm1720526,nm1720526,1000000,7202,26822,tt3869446
Anna,"Crime,Drama,Thriller",nm3465831,nm3465831,4357373,0,1200000,tt3872918
On the Road,Documentary,nm4953104,Missing writer data,25000000,720828,9313302,tt3872966
The Boss Baby,"Adventure,Animation,Comedy",nm0569891,"nm0567112,nm2807682",125000000,175003033,510878762,tt3874544
Stronger,"Biography,Drama",nm0337773,"nm0689708,nm6646080,nm4007817",30000000,4211129,8786752,tt3881784
The Boy,"Horror,Mystery,Thriller",nm0068587,nm3771577,10000000,35819556,68220952,tt3882082
Irreversible,Drama,nm5905620,nm5905620,5400000,792200,8133256,tt3882396
Blood Ties,Action,nm6312369,"nm6646879,nm6312369",26000000,42472,2923959,tt3882558
Baby Driver,"Action,Crime,Drama",nm0942367,nm0942367,34000000,107825862,228104185,tt3890160
Alleluia! The Devil's Carnival,"Horror,Musical",nm1135423,nm0954023,500000,0,0,tt3892618
Pound of Flesh,Drama,nm0645679,nm0645679,7500000,0,0,tt3896284
Breakdown,Thriller,nm3803666,nm2284743,36000000,50159144,50159144,tt3899930
Gun Shy,"Action,Adventure,Comedy",nm0922346,"nm0809245,nm2334500",10000000,1638202,1638202,tt3910736
The Prince,Genre Data Missing,nm6683620,nm6683621,18000000,0,0,tt3918106
Butterfly,"Comedy,Drama,Romance",nm3014420,nm3014420,250000,0,0,tt3919820
The Space Between Us,"Adventure,Drama,Romance",nm0155093,"nm1615610,nm0771609,nm0507669",30000000,7885294,16481405,tt3922818
Teenage Mutant Ninja Turtles: Out of the Shadows,"Action,Adventure,Comedy",nm1757777,"nm0032227,nm0625858,nm0481990,nm0247653",135000000,82051601,245328374,tt3949660
Prophecy,Mystery,nm1327703,"nm6698464,nm2100757",12000000,22673340,22673340,tt3952226
Promised Land,"Documentary,News","nm6702341,nm6702342","nm6702341,nm6702342",15000000,7597898,12394562,tt3955494
Popstar: Never Stop Never Stopping,"Comedy,Music","nm1676223,nm1672246","nm1676221,nm1676223,nm1672246",20000000,9496130,9537120,tt3960412
Shutter,"Drama,Family,Thriller",nm1335378,"nm2170955,nm0558593",8000000,25928550,47782426,tt3960994
Darkness,Drama,nm2514599,nm0590503,10600000,22163442,34409206,tt3961040
Dragonfly,Drama,"nm6710958,nm3411687",nm3411687,60000000,30063805,30063805,tt3963812
Mustang,Drama,nm2197025,"nm2197025,nm1356951",1400000,845464,5552584,tt3966404
Limbo,Drama,nm1993675,nm1993675,8300000,2160710,2598224,tt3967248
Frequency,Sci-Fi,nm2467116,nm2467116,31000000,44983704,68079671,tt3971092
Stories of Our Lives,Drama,nm5874888,"nm5874888,nm6791798",15000,0,0,tt3973612
Othello,Drama,nm6718735,Missing writer data,11000000,2844379,2844379,tt3974782
Amidst the Devil's Wings,"Action,Crime,Drama",nm3887067,"nm3887067,nm2792891",300000,0,0,tt3976258
The Best Years of Our Lives,Comedy,nm3872166,nm3872166,2100000,23600000,23600000,tt3979452
Kidnap,Drama,nm6723586,"nm6723589,nm3444016",21000000,30718107,34836080,tt3980966
Hercules,Comedy,"nm1387145,nm1136348",nm3374598,100000000,72688614,243388614,tt3985956
Hercules,Comedy,"nm1387145,nm1136348",nm3374598,70000000,99112101,250700000,tt3985956
Father's Day,Drama,nm1437223,nm1437223,85000000,28681080,35681080,tt4003682
Meet the Mormons,Documentary,nm0872316,Missing writer data,2000000,6047363,6049171,tt4003774
Shut In,"Drama,Horror,Thriller",nm2040169,"nm4620383,nm5020816",10000000,6900335,11360665,tt4009278
The Party's Over,"Adventure,Biography,Documentary",nm1464812,nm1464812,1000000,0,0,tt4011546
Gifted,"Crime,Drama,Thriller",nm2766748,"nm2766748,nm6863312",7000000,24801212,36964656,tt4023894
Cursed,Comedy,nm6757926,nm6757926,35000000,19294901,25114901,tt4024312
Paranoia,"Horror,Mystery,Thriller",nm8334847,nm6759190,40000000,7388654,16340767,tt4025788
Wonder Woman,Sci-Fi,"nm3645818,nm4197194","nm3645818,nm5566809,nm4197194",150000000,412563408,821133378,tt4028068
The Bye Bye Man,"Drama,Fantasy,Horror",nm0864468,"nm0672103,nm6765196",7400000,22395806,31187727,tt4030600
Manchester by the Sea,Drama,nm0518836,nm0518836,8500000,47695371,77733867,tt4034228
Swiss Army Man,"Adventure,Comedy,Drama","nm3453283,nm3215397","nm3215397,nm3453283",3000000,4210454,5837111,tt4034354
Speed,Drama,nm3147876,Missing writer data,30000000,121248145,283200000,tt4036590
Adulterers,"Crime,Drama,Thriller",nm0167562,nm0167562,750000,0,0,tt4044464
Maze Runner: The Scorch Trials,"Action,Sci-Fi,Thriller",nm1226871,"nm2385905,nm4212895",61000000,81697192,310566162,tt4046784
Home,Drama,nm0873260,"nm0504895,nm0873260",130000000,177397510,385997896,tt4047846
Home,Drama,nm0873260,"nm0504895,nm0873260",12000000,0,0,tt4047846
Home,Drama,nm0873260,"nm0504895,nm0873260",500000,15433,44793168,tt4047846
Tag,"Adventure,Documentary",nm6783158,nm6783157,28000000,54730625,77026186,tt4049714
One Day,Family,"nm1402737,nm6157272,nm6157264,nm4772581,nm3619417,nm6784295,nm1801656,nm6157274,nm6157250","nm6157274,nm6157272,nm4920388,nm4772581,nm6434027,nm6690769,nm6784302,nm1801656,nm6856419,nm6157264,nm6784301,nm6157250,nm6784294",15000000,13843771,59168692,tt4051858
Hamlet,Drama,nm2734678,"nm2734678,nm5369011",18000000,4501094,7129670,tt4052786
Hamlet,Drama,nm2734678,"nm2734678,nm5369011",2000000,1577287,2419669,tt4052786
The Shallows,"Drama,Horror,Thriller",nm1429471,nm1097510,13000000,55121623,118763442,tt4052882
Do You Believe?,Drama,nm0348197,"nm0465484,nm0813301",2300000,12985600,14304931,tt4056738
Renaissance,"Drama,Romance,Sci-Fi",nm1384340,"nm1384340,nm3310118,nm3312395",18000000,70644,2401413,tt4057758
Code of Honor,"Action,Crime,Thriller",nm1033667,nm1033667,8000000,0,0,tt4060866
Highway,"Action,Adventure,Documentary",nm6793825,nm6793825,2000000,0,0,tt4061468
Traffic,Documentary,nm4891189,nm6928251,48000000,124107476,208300000,tt4061640
Green Room,"Horror,Music,Thriller",nm1099918,nm1099918,5000000,3220371,3807503,tt4062536
Rodeo Girl,"Adventure,Family",nm1655252,"nm7128317,nm0734663",500000,0,0,tt4062896
The Dog Lover,Drama,nm1156199,Missing writer data,2000000,0,0,tt4063178
Shine,"Drama,Music",nm2493004,"nm2493004,nm5814776,nm2179750,nm3006402",5500000,35811509,36672493,tt4064912
Wild,Drama,nm0470514,nm0470514,15000000,37880356,52460543,tt4071086
The Darkest Minds,"Action,Adventure,Drama",nm0950775,"nm1209925,nm4428412",34000000,12695691,38361428,tt4073790
Life During Wartime,"Documentary,History",nm0392850,nm0392850,4500000,281447,281447,tt4074762
Thirteen,Drama,nm1982933,nm1982933,2000000,4601043,9505996,tt4080028
Sardaar Ji,"Comedy,Fantasy,Horror",nm1819881,"nm6369175,nm3057599",2700000,0,8200000,tt4080386
Crossroads,Documentary,nm6812050,nm9322729,12000000,37188667,57000000,tt4080474
Crossroads,Documentary,nm6812050,nm9322729,500000,0,0,tt4080474
Dheepan,"Crime,Drama",nm0002191,"nm0002191,nm0081179,nm4380548",9000000,248795,7704357,tt4082068
Billy Elliot,"Comedy,Drama,Music","nm0197636,nm3614151",nm0355822,5000000,21995263,109253745,tt4085696
Frankenstein,"Horror,Sci-Fi,Thriller",nm0741262,"nm0741262,nm0791217",45000000,22006296,112006296,tt4086032
The Return,"Crime,Mystery,Thriller",nm6822391,nm6822391,15000000,501752,5953886,tt4093816
Home,Documentary,nm6822907,nm6822907,130000000,177397510,385997896,tt4094360
Home,Documentary,nm6822907,nm6822907,12000000,0,0,tt4094360
Home,Documentary,nm6822907,nm6822907,500000,15433,44793168,tt4094360
The Purge: Election Year,"Action,Horror,Sci-Fi",nm0218621,nm0218621,10000000,79042440,118514727,tt4094724
Unbreakable,"Adventure,Biography,Documentary",nm3145173,nm3145173,73243106,94999143,248099143,tt4097114
Forever My Girl,"Drama,Music,Romance",nm0039192,"nm0039192,nm8969126",3500000,16376066,16376066,tt4103724
Life,Drama,nm1772770,nm1772770,75000000,64062587,73521587,tt4105212
Life,Drama,nm1772770,nm1772770,58000000,30234022,100929666,tt4105212
